#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
##     Stone Brick Block Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone|Stone|default|stone|lib_materials_stone_default.png||||||||||||||||TRUE|cracky=3,stone=1|cracky 3,stone 1||lib_materials:stone_cobble|stone|3|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_adobe|Adobe|darkage|adobe|lib_materials_stone_adobe.png|||||||||||||||TRUE||crumbly=3|crumbly 3|||sand||3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_andesite|Andesite|rocks|andesite|lib_materials_stone_andesite.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||7|igneous=1|stone=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_basalt_01|Basalt 01|darkage|basalt|lib_materials_stone_basalt_01.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|1|lib_materials:stone_basalt_01_cobble,lib_materials:stone_basalt_01 20|stone|3|||||||1||||||||||||||||||||||||||7|igneous=1|stone=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_basalt_01_block|Basalt 01 Block|darkage||lib_materials_stone_basalt_01_block.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|3|||||||1||||||||||||||||||||||||||7|igneous=1|block=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_basalt_01_brick|Basalt 01 Brick|darkage||lib_materials_stone_basalt_01_brick.png|||||||||||||||FALSE||cracky=2,stone=1|cracky 2,stone 1|||stone|3|||||||1||||||||||||||||||||||||||7|igneous=1|brick=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_basalt_01_cobble|Basalt 01 Cobble|darkage|basalt_cobble|lib_materials_stone_basalt_01_cobble.png|||||||||||||||FALSE||cracky=3,stone=2|cracky 3,stone 2|||stone|3|||||||2||||||||||||||||||||||||||7|igneous=1|cobble=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_basalt_02|Basalt 02|mineral|basalt|lib_materials_stone_basalt_02.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||7|igneous=1|stone=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_basalt_03|Basalt 03|rocks|basalt|lib_materials_stone_basalt_03.png|||||||||||||||TRUE||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||7|igneous=1|stone=1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_block|Stone Block|default|stone_block|lib_materials_stone_block.png|||||||||||||||||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_bluestone|Blue Stone|grailtest||lib_materials_stone_bluestone.png|||||||||||||||||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_bluestone_basalt|Blue Stone Basalt|australia|bluestone|aus_bluestone.png|||||||||||||||||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_bluestone_basalt_brick|Blue Stone Basalt Brick|australia|bluestone_brick|aus_bluestone_brick.png|||||||||||||||||cracky=1,stone=1|cracky 1,stone 1|||stone|1|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_bluestone_basalt_cobble|Blue Stone Basalt Cobble|australia|bluestone_cobble|aus_bluestone_cobble.png|||||||||||||||||cracky=2,stone=2|cracky 2,stone 2|||stone|2|||||||2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_brick|Stone Brick|default|stonebrick|lib_materials_stone_brick.png|||||||||||||||||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_brick_mossy|Mossy Stone Brick|decoblocks||lib_materials_stone_brick_mossy.png|||||||||||||||||cracky=2,stone=1|cracky 2,stone 1|||stone|2|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_bricks_grey|Grey Stone Bricks|moreblocks||moreblocks_grey_bricks.png|||||||||||||||||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_brown|Brown|||lib_materials_stone_brown.png|||||||||||||||||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_brown_angled|Brown Angled|||lib_materials_stone_brown.png|||||||||||||||||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_brownstone|Brownstone|rocks||lib_materials_stone_brownstone.png|||||||||||||||||cracky=3,stone=1,level=1|cracky 3,stone 1,level 1|||stone|3||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_castle_dungeon|Castle Dungeon|castles||castle_dungeon_stone.png|||||||||||||||||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_castle_pavement|Castle Pavement|castles||castle_pavement_brick.png|||||||||||||||||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_castle_rubble|Castle Rubble|castles||castle_rubble.png|||||||||||||||||cracky=3,stone=1|cracky 3,stone 1|||gravel|3|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_castle_slate|Castle Slate|castles||castle_slate.png|||||||||||||||||cracky=3,stone=1|cracky 3,stone 1|||stone|3|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_castle_wall|Castle Wall|castles||castle_stonewall.png|||||||||||||||||cracky=3,stone=1,level=2|cracky 3,stone 1,level 2|||stone|3||||||2|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
stone_cement|Cement|||lib_materials_sand_default.png^(lib_materials_stone_gravel.png^[opacity:150)|||||||||||||||||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1|||sand||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
